cuisine,meal,full_name,ingredients,weights_g
Scottish-Irish Foods,Crispy Green Cabbage and Onion Cakes,Crispy Green Cabbage and Onion Cakes (Scottish-Irish Foods),"Green Cabbage|Onion|flour|butter, stick",150.0|100.0|40.0|20.0
Scottish-Irish Foods,Herb Roasted raw turnips,Herb Roasted raw turnips (Scottish-Irish Foods),raw turnip|Olive oil|Rosemary|Garlic|Lemon zest,220.0|30.0|5.0|10.0|5.0
Scottish-Irish Foods,Irish Sweet Potatoes Mash,Irish Sweet Potatoes Mash (Scottish-Irish Foods),"Sweet Potatoes|butter, stick|Oat milk",300.0|30.0|40.0
Scottish-Irish Foods,Simple Scottish Pea Soup,Simple Scottish Pea Soup (Scottish-Irish Foods),Green peas|Leek|Potatoes|Vegetable broth,200.0|80.0|100.0|30.0
Scottish-Irish Foods,"Carrots and Parsnip, raw Mash","Carrots and Parsnip, raw Mash (Scottish-Irish Foods)","Parsnip, raw|Carrots|butter, stick|Oat milk",180.0|150.0|20.0|10.0
Scottish-Irish Foods,Oven-Roasted Swede Wedges,Oven-Roasted Swede Wedges (Scottish-Irish Foods),raw turnip|Olive oil|Smoked paprika|Garlic powder|parsley,250.0|30.0|5.0|5.0|10.0
Scottish-Irish Foods,Irish Herbed Potatoes Wedges,Irish Herbed Potatoes Wedges (Scottish-Irish Foods),Potatoes|Olive oil|rosemary|Garlic powder|Chives,300.0|40.0|10.0|10.0|40.0
Scottish-Irish Foods,Scottish Honey-Braised Green Cabbage,Scottish Honey-Braised Green Cabbage (Scottish-Irish Foods),"Green Cabbage|Honey|Apple cider vinegar|butter, stick|dill",250.0|30.0|30.0|20.0|50.0
Scottish-Irish Foods,Creamy Leek and Carrots Mix,Creamy Leek and Carrots Mix (Scottish-Irish Foods),"Leek|Carrots|Oat milk|butter, stick",150.0|150.0|30.0|10.0
Scottish-Irish Foods,Irish Mustard Mashed raw turnips,Irish Mustard Mashed raw turnips (Scottish-Irish Foods),"raw turnip|butter, stick|Oat milk|Mustard",250.0|30.0|40.0|10.0
Scottish-Irish Foods,Pan-Fried Zucchini Fritters,Pan-Fried Zucchini Fritters (Scottish-Irish Foods),"Zucchini|flour|butter, stick|Chives",180.0|80.0|30.0|30.0
Scottish-Irish Foods,Stewed Rhubarb & Apples,Stewed Rhubarb & Apples (Scottish-Irish Foods),Rhubarb|Green apple|Sugar|Lemon juice,200.0|100.0|20.0|10.0
Scottish-Irish Foods,Irish Root Veggie Chips,Irish Root Veggie Chips (Scottish-Irish Foods),"Carrots|Parsnip, raw|raw turnips|Olive oil",120.0|120.0|80.0|20.0
Scottish-Irish Foods,Sweet Potatoes and Carrots Patties,Sweet Potatoes and Carrots Patties (Scottish-Irish Foods),"Sweet Potatoes|Carrots|flour|butter, stick",200.0|120.0|40.0|20.0
Scottish-Irish Foods,Baked Apple with Cinnamon,Baked Apple with Cinnamon (Scottish-Irish Foods),Green apple,220.0
Scottish-Irish Foods,Mashed Carrots and Swede,Mashed Carrots and Swede (Scottish-Irish Foods),"Carrots|raw turnip|butter, stick|Oat milk|Carrots|raw turnip|butter, stick|Oat milk",180.0|130.0|20.0|10.0|180.0|130.0|20.0|10.0
Scottish-Irish Foods,Crispy Potatoes & Leek Cakes,Crispy Potatoes & Leek Cakes (Scottish-Irish Foods),"Potatoes|Leek|flour|butter, stick|Potatoes|Leek|flour|butter, stick",220.0|100.0|20.0|20.0|220.0|100.0|20.0|20.0
Scottish-Irish Foods,"Oven-Baked Spiced Parsnip, raws","Oven-Baked Spiced Parsnip, raws (Scottish-Irish Foods)","Parsnip, raw|Olive oil|Smoked paprika|Garlic|Lemon zest|Parsnip, raw|Olive oil|Smoked paprika|Garlic|Lemon zest",250.0|30.0|5.0|5.0|10.0|250.0|30.0|5.0|5.0|10.0
Scottish-Irish Foods,Honey-Balsamic Glazed Root Veggies,Honey-Balsamic Glazed Root Veggies (Scottish-Irish Foods),"Carrots|Parsnip, raw|Honey|Balsamic vinegar|butter, stick|Carrots|Parsnip, raw|Honey|Balsamic vinegar|butter, stick",150.0|150.0|30.0|30.0|20.0|150.0|150.0|30.0|30.0|20.0
Scottish-Irish Foods,Rustic Irish Onion Gravy,Rustic Irish Onion Gravy (Scottish-Irish Foods),"Onion|Vegetable broth|butter, stick|Balsamic vinegar|Onion|Vegetable broth|butter, stick|Balsamic vinegar",180.0|100.0|15.0|5.0|180.0|100.0|15.0|5.0
Scottish-Irish Foods,Crispy Garlic Green Cabbage,Crispy Garlic Green Cabbage (Scottish-Irish Foods),Green Cabbage|Garlic|Olive oil|Lemon juice|Green Cabbage|Garlic|Olive oil|Lemon juice,200.0|20.0|50.0|20.0|200.0|20.0|50.0|20.0
Scottish-Irish Foods,Irish Spiced Apple Compote,Irish Spiced Apple Compote (Scottish-Irish Foods),Green apple|Cinnamon powder|Sugar|Lemon juice|Vanilla extract|Green apple|Cinnamon powder|Sugar|Lemon juice|Vanilla extract,220.0|5.0|40.0|25.0|20.0|220.0|5.0|40.0|25.0|20.0
Scottish-Irish Foods,Simple Herbed Swede Mash,Simple Herbed Swede Mash (Scottish-Irish Foods),"raw turnip|butter, stick|Oat milk|Fresh thyme|raw turnip|butter, stick|Oat milk|Fresh thyme",250.0|40.0|30.0|10.0|250.0|40.0|30.0|10.0
Scottish-Irish Foods,Roasted Carrots & Leek Traybake,Roasted Carrots & Leek Traybake (Scottish-Irish Foods),Carrots|Leek|Olive oil|rosemary|Lemon zest|Carrots|Leek|Olive oil|rosemary|Lemon zest,180.0|100.0|40.0|10.0|20.0|180.0|100.0|40.0|10.0|20.0
Scottish-Irish Foods,Baked Zucchini Boats,Baked Zucchini Boats (Scottish-Irish Foods),Zucchini|tomato|Olive oil|basil|Zucchini|tomato|Olive oil|basil|Zucchini|tomato|Olive oil|basil,250.0|40.0|20.0|10.0|250.0|40.0|20.0|10.0|260.0|50.0|20.0|20.0
Scottish-Irish Foods,Baked Cinnamon Apples,Baked Cinnamon Apples (Scottish-Irish Foods),Green apple|Maple syrup|Cinnamon|Lemon juice|Tahini|Green apple|Maple syrup|Cinnamon|Lemon juice|Tahini,220.0|40.0|5.0|25.0|20.0|220.0|40.0|5.0|25.0|20.0
Scottish-Irish Foods,Green Cabbage & Potatoes Dumplings,Green Cabbage & Potatoes Dumplings (Scottish-Irish Foods),"Potatoes|Green Cabbage|flour|butter, stick|Potatoes|Green Cabbage|flour|butter, stick",220.0|100.0|20.0|20.0|220.0|100.0|20.0|20.0
Scottish-Irish Foods,Zesty Roasted Swede Cubes,Zesty Roasted Swede Cubes (Scottish-Irish Foods),raw turnip|Olive oil|Lemon zest|parsley|raw turnip|Olive oil|Lemon zest|parsley,250.0|40.0|30.0|20.0|250.0|40.0|30.0|20.0
Scottish-Irish Foods,Carrots & Apple Slaw,Carrots & Apple Slaw (Scottish-Irish Foods),Carrots|Green apple|Oat milk dressing|Carrots|Green apple|Oat milk dressing|Carrots|Green apple|Oat milk dressing|Carrots|Green apple|Oat milk dressing,150.0|120.0|30.0|150.0|120.0|40.0|150.0|120.0|30.0|150.0|120.0|40.0
Scottish-Irish Foods,"Golden Mashed Parsnip, raws","Golden Mashed Parsnip, raws (Scottish-Irish Foods)","Parsnip, raw|butter, stick|Oat milk|Nutmeg|Parsnip, raw|butter, stick|Oat milk|Nutmeg",250.0|40.0|30.0|10.0|250.0|40.0|30.0|10.0
Scottish-Irish Foods,Crispy Zucchini & Potatoes Patties,Crispy Zucchini & Potatoes Patties (Scottish-Irish Foods),"Zucchini|Potatoes|flour|butter, stick|Zucchini|Potatoes|flour|butter, stick|Zucchini|Potatoes|flour|butter, stick|Zucchini|Potatoes|flour|butter, stick",180.0|120.0|30.0|20.0|180.0|120.0|30.0|20.0|180.0|120.0|30.0|20.0|180.0|120.0|30.0|20.0
Scottish-Irish Foods,Rhubarb & Berry Compote,Rhubarb & Berry Compote (Scottish-Irish Foods),Rhubarb|Strawberries|Maple syrup|Lemon zest|Rhubarb|Strawberries|Maple syrup|Lemon zest,150.0|100.0|40.0|20.0|150.0|100.0|40.0|20.0
Scottish-Irish Foods,Honey-Mustard Roasted Carrotss,Honey-Mustard Roasted Carrotss (Scottish-Irish Foods),Carrots|Honey|Mustard|Olive oil|Chives|Carrots|Honey|Mustard|Olive oil|Chives,200.0|40.0|10.0|30.0|40.0|200.0|40.0|10.0|30.0|40.0
Scottish-Irish Foods,Creamy Swede & Leek Bake,Creamy Swede & Leek Bake (Scottish-Irish Foods),"Swede|Leek|Oat milk|butter, stick|Swede|Leek|Oat milk|butter, stick",250.0|100.0|30.0|20.0|250.0|100.0|30.0|20.0
Scottish-Irish Foods,"Parsnip, raw & Carrots Puree","Parsnip, raw & Carrots Puree (Scottish-Irish Foods)","Parsnip, raw|Carrots|butter, stick|Oat milk|Parsnip, raw|Carrots|butter, stick|Oat milk",200.0|120.0|20.0|10.0|200.0|120.0|20.0|10.0
Scottish-Irish Foods,"Roasted Carrotss & Parsnip, raws","Roasted Carrotss & Parsnip, raws (Scottish-Irish Foods)","Carrots|Parsnip, raw|Olive oil|Carrots|Parsnip, raw|Olive oil",180.0|130.0|30.0|180.0|130.0|30.0
Scottish-Irish Foods,Honey-Glazed Swede Cubes,Honey-Glazed Swede Cubes (Scottish-Irish Foods),"Swede|Honey|butter, stick|Lemon zest|Swede|Honey|butter, stick|Lemon zest",280.0|30.0|30.0|20.0|280.0|30.0|30.0|20.0
Scottish-Irish Foods,Creamy raw turnip Mash,Creamy raw turnip Mash (Scottish-Irish Foods),"raw turnip|butter, stick|Oat milk|raw turnip|butter, stick|Oat milk",250.0|40.0|40.0|250.0|40.0|40.0
Scottish-Irish Foods,Oven-Baked Sweet Potatoes Cubes,Oven-Baked Sweet Potatoes Cubes (Scottish-Irish Foods),Sweet Potatoes|Olive oil|Smoked paprika|Lemon juice|Sweet Potatoes|Olive oil|Smoked paprika|Lemon juice,260.0|40.0|20.0|20.0|260.0|40.0|20.0|20.0
Scottish-Irish Foods,Rhubarb & Strawberry Stew,Rhubarb & Strawberry Stew (Scottish-Irish Foods),Rhubarb|Strawberries|Maple syrup|Lemon zest|Rhubarb|Strawberries|Maple syrup|Lemon zest,160.0|130.0|30.0|10.0|160.0|130.0|30.0|10.0
Scottish-Irish Foods,Baked Herbed Potatoes Wedges,Baked Herbed Potatoes Wedges (Scottish-Irish Foods),Potatoes|Olive oil|Fresh rosemary|Garlic powder|Potatoes|Olive oil|Fresh rosemary|Garlic powder,280.0|40.0|20.0|20.0|280.0|40.0|20.0|20.0
Scottish-Irish Foods,Zesty Green Cabbage & Carrots Salad,Zesty Green Cabbage & Carrots Salad (Scottish-Irish Foods),Green Cabbage|Carrots|Apple cider vinegar|Green Cabbage|Carrots|Apple cider vinegar,180.0|100.0|30.0|180.0|100.0|30.0
Scottish-Irish Foods,Mashed Carrots & Swede,Mashed Carrots & Swede (Scottish-Irish Foods),"Carrots|Swede|butter, stick",180.0|130.0|30.0
Scottish-Irish Foods,"Carrots & Parsnip, raw Puree","Carrots & Parsnip, raw Puree (Scottish-Irish Foods)","Parsnip, raw|Carrots|butter, stick|Oat milk",200.0|120.0|20.0|10.0
Scottish-Irish Foods,Sweet Potatoes & Green Cabbage Bake,Sweet Potatoes & Green Cabbage Bake (Scottish-Irish Foods),"Sweet Potatoes|Green Cabbage|butter, stick|Oat milk",250.0|100.0|30.0|20.0
Scottish-Irish Foods,Zesty Roasted raw turnips,Zesty Roasted raw turnips (Scottish-Irish Foods),raw turnip|Olive oil|Lemon juice|parsley,250.0|30.0|20.0|20.0
Scottish-Irish Foods,Rhubarb Apple Compote,Rhubarb Apple Compote (Scottish-Irish Foods),Rhubarb|Green apple|Maple syrup|Lemon zest,180.0|100.0|30.0|20.0
Scottish-Irish Foods,Baked Potatoes Green Cabbage Cakes,Baked Potatoes Green Cabbage Cakes (Scottish-Irish Foods),"Potatoes|Green Cabbage|flour|butter, stick",200.0|100.0|40.0|20.0
Scottish-Irish Foods,Honey Mustard Roasted Carrotss,Honey Mustard Roasted Carrotss (Scottish-Irish Foods),Carrots|Honey|Mustard|Olive oil,220.0|40.0|30.0|30.0
Scottish-Irish Foods,Apple & Green Cabbage Slaw,Apple & Green Cabbage Slaw (Scottish-Irish Foods),Green apple|Green Cabbage|Oat milk dressing,150.0|130.0|30.0
Scottish-Irish Foods,Roasted Swede Wedges,Roasted Swede Wedges (Scottish-Irish Foods),Swede|Olive oil|Smoked paprika,250.0|50.0|30.0
Scottish-Irish Foods,Crispy Potatoes Leek Cakes,Crispy Potatoes Leek Cakes (Scottish-Irish Foods),"Potatoes|Leek|flour|butter, stick",220.0|100.0|20.0|20.0
Scottish-Irish Foods,Herbed Roasted Root Medley,Herbed Roasted Root Medley (Scottish-Irish Foods),"Parsnip, raw|Carrots|raw turnip|Olive oil",150.0|120.0|50.0|20.0
Scottish-Irish Foods,Mashed Potatoes & Swede,Mashed Potatoes & Swede (Scottish-Irish Foods),"Potatoes|Swede|butter, stick|Oat milk",200.0|100.0|30.0|10.0
Scottish-Irish Foods,"Honey-Balsamic Glazed Parsnip, raw","Honey-Balsamic Glazed Parsnip, raw (Scottish-Irish Foods)","Parsnip, raw|Honey|Balsamic vinegar",250.0|40.0|40.0
Scottish-Irish Foods,Roasted Green Cabbage Steaks,Roasted Green Cabbage Steaks (Scottish-Irish Foods),Green Cabbage|Olive oil|Lemon juice,260.0|50.0|20.0
Scottish-Irish Foods,Carrots Apple Mash,Carrots Apple Mash (Scottish-Irish Foods),"Carrots|Green apple|butter, stick",180.0|120.0|30.0
Scottish-Irish Foods,Crispy raw turnip Chips,Crispy raw turnip Chips (Scottish-Irish Foods),raw turnip|Olive oil|Sea salt,220.0|60.0|30.0
Scottish-Irish Foods,Sweet Carrots & Apple Stew,Sweet Carrots & Apple Stew (Scottish-Irish Foods),Carrots|Apple|Maple syrup,180.0|130.0|40.0
Scottish-Irish Foods,Zucchini Fritters,Zucchini Fritters (Scottish-Irish Foods),"Zucchini|flour|butter, stick",200.0|100.0|40.0
Scottish-Irish Foods,"Steamed Parsnip, raw with Chive Butter","Steamed Parsnip, raw with Chive Butter (Scottish-Irish Foods)","Parsnip, raw|butter, stick|Fresh chives",250.0|40.0|30.0
Scottish-Irish Foods,Irish Apple Porridge,Irish Apple Porridge (Scottish-Irish Foods),oats|Green apple|Oat milk,180.0|100.0|50.0
